,title,overview,genres
5269,Brothers Broken: The Story That Stopped the Music,"The saga of two brothers who form a well known band in the late 60s, only to abandon it at the height of the band's popularity to join a hardcore cult. This compelling story details the next fifty years of their lives, the devastating impact of the cult, and their always unpredictable, often volatile, frequently shocking, and ultimately heartwarming relationship with each other.",Documentary
5270,Camp Blood 9: Bride of Blood,"When a group of misfit rockers rent an air bnb on the way to a festival they have no idea that they've booked an eternal stay in camp blood. The killer Clown is back, but this time he's taking a bride.",Horror
5271,As Silence Passes by,"Antonio (30) returns to his home after a long absence. He then discovers that his family is on the brink of falling apart because of his fraternal twin, who suffers from severe back malformation. Now, he is going to have to face him.",Drama
5272,Tarika,"Tarika lives with her father and her grandmother in a small hut near the border far away from the local village. Marked by her “butterfly wings”, a rare bone condition she inherited from her mother, the girl has been the source of the community’s superstition forever. When the local cattle is struck down by a mysterious disease, fear starts spreading among the villagers...",Drama
5273,Wilding,"A young couple battle entrenched tradition and hostile forces to bet on nature for the future of their failing, four-hundred-year-old estate. Ripping down the fences, they set the land back to the wild and entrust its recovery to a motley mix of animals both tame and wild, beginning a grand experiment.",Documentary
5274,Nobody's Home,"When Theodora's boyfriend Luca is set to be released from the institution where they are both admitted, she escapes with him and tries to re-traumatize him so he remains under her control. They end up at his childhood home where a knock on the door sends them spiraling into a confusing night of games and manipulation rooted in lies, insecurity, and fear.","Thriller ,Drama ,Comedy"
5275,Laws of Man,A pair of U.S. marshals search for a wanted murderer in Nevada at the height of the Cold War and encounter more than they bargained for.,"Crime ,Drama ,Thriller"
5276,The Summoning,"Trapped within the nightmarish confines of a cursed house, Father Gabriel's faith and sanity are put to the ultimate test. As he battles the demonic presence that taunts him at every turn, he must also confront his own personal demons that threaten to consume him from within. Unseen forces unleash terror upon him through haunting visions, unnerving disappearances, and unholy psychological games, all meticulously designed to break the priest's spirit and drive him to the brink of madness.",
5277,Young Werther,"Charming, passionate, totally irresponsible young novelist Werther is sent to the city on an errand by his mother. By chance, he meets lovely Charlotte, whose allure and commitment to her impressive, stable fiancé Albert will turn Werther’s life upside down. Werther and Charlotte embark on an emotional affair, while Werther and Albert start an awkward friendship. The more entwined this trio becomes, the harder it is to navigate the complexities of lust, affinity, and love.","Romance ,Comedy ,Drama"
5278,Uranus 2324,"Bonded in their youth and separated by tragedy, an astronaut and a free diver bend the laws of space and time in their efforts to be together again.","Romance ,Drama ,Science Fiction"
5279,Weekend in Taipei,"A former DEA agent and a former undercover operative revisit their romance during a fateful weekend in Taipei, unaware of the dangerous consequences of their past.","Action ,Adventure ,Thriller"
5280,Pass The Rock,The next wave of NBA superstars has arrived. See an in-depth side of the next generation with Pass the Rock.,
5281,"Miraculous: Ladybug & Cat Noir, The Movie 2",,Animation
5282,Made in Bali,A young man from a family of Balinese puppeteers must choose between a sensible arranged marriage or take a chance with his childhood best friend.,"Drama ,Romance"
5283,Start Up Never Give Up,An unemployed slacker and his younger brother open the door to unexpected chaos when they launch their own transportation business.,"Drama ,Comedy"
5284,We Grown Now,"In 1992 Chicago,  a story of two young legends in their own right begins. As wide-eyed and imaginative best friends Malik and Eric traverse the city, looking to escape the mundaneness of school and the hardships of growing up in public housing, their unbreakable bond is challenged when tragedy shakes their community just as they are learning to fly.",Drama
5285,35% Katthavar Pass,"Sairaj, a college-going student who finds no interest in studies, falls in love with a girl which changes his life forever.",
5286,Dwelling Among the Gods,"It is the summer of 2015. Fereshteh, a young Afghan woman, arrives in Belgrade with her husband and three children, after a gruelling months-long journey. She learns that her younger brother has drowned and will soon be buried as an unidentified person, a John Doe. As Hungary closes its borders to stop the influx of migrants from the Middle East, and as Fereshteh's husband and his family pressure her to continue their journey, she is doing all she can to give her brother a dignified burial.",Drama
5287,Garden of Eden,"An intimate portrait of an old man coming to terms with own mortality and letting go off his magnum opus - his garden. Living through an autumn of his life, he reminisces about his life filled with hard work, love for nature and onions.",Documentary
5288,Kill,"When an army commando finds out his true love is engaged against her will, he boards a New Dehli-bound train in a daring quest to derail the arranged marriage. But when a gang of knife-wielding thieves begin to terrorize innocent passengers on his train, the commando takes them on, one by one.","Action ,Crime ,Thriller ,Drama"
5289,First Step,"On a small island, Jin, a teenage girl going through puberty, begins her first love affair with her best friend Dujae.","Drama ,Romance"
5290,The King Tide,"After the mayor of an idyllic island village discovers a child with mysterious powers awash on their shores, the once peaceful community devolves into civil war, torn over the belief that the child is the next saviour.","Thriller ,Mystery ,Fantasy"
5291,Souleymane's Story,"As he pedals through the streets of Paris to deliver meals, Souleymane recounts his story. In two days, he has to go through his asylum application interview, the key to obtaining papers, but Souleymane is not ready.",Drama
5292,For Night Will Come,"The day they move into a new neighborhood, the Feral family plans to look as normal and friendly as possible. But their son, Philemon, is no ordinary teenager. When he gets closer to his new neighbor, Camila, his thirst for blood grows and his difference becomes impossible to hide…","Drama ,Horror"
